400,370,340,310,280,240
82.34,59.88,71.11,65.87,42.77,42.77
65.87,73.19,54.55,39.30,44.91,33.27
49.90,65.87,82.34,44.91,43.84,38.02
53.89,49.90,54.55,38.57,49.90,37.43
41.17,63.62,56.89,52.40,49.90,38.49
54.89,38.49,53.89,41.17,47.56,39.02
54.89,48.00,37.43,19.37,25.66,14.97
46.15,50.00,26.20,35.93,31.60,19.29
56.89,38.54,37.43,27.00,28.63,17.16
